237480-99999 KOGALYM                         62.190   74.534    67.1 1988-12-01 2020-02-06
237740-99999 KELLOG                          62.483   86.283    60.4 1957-07-10 2020-02-06
237760-99999 BAHTA                           62.467   89.017    57.1 1959-01-01 2020-02-06
237880-99999 KUZ' MOVKA                      62.317   92.117    62.0 1957-07-28 2020-02-06
237890-99999 POLIGUS                         61.967   94.667   140.0 1959-12-01 2007-01-12
238030-99999 UST'-KULOM                      61.683   53.683   144.0 1948-01-01 2020-02-06
238040-99999 SYKTYVKAR                       61.647   50.845    98.8 1932-01-01 2020-02-06
238120-99999 JAKSHA                          61.833   56.867   131.0 1959-01-01 2020-02-06
238230-99999 VONEGAN                         61.950   64.900   111.4 1970-01-08 2020-02-06
238380-99999 BECAME STN 238281               61.050   68.633    28.0 1969-05-03 1989-06-18
238410-99999 GORSKOVA                        61.700   70.667    46.0 1957-07-01 2000-03-03
238430-99999 YERMAKOVO                       61.800   74.083    48.0 1957-07-01 1989-05-23
238470-99999 SYTOMINO                        61.300   71.300    33.4 1953-02-16 2020-02-06
238490-99999 SURGUT                          61.344   73.402    61.0 1932-01-01 2020-02-06
238590-99999 LOBCHINSKIYE                    60.950   78.617    49.0 1959-01-05 1986-12-27
238620-99999 KORLIKI                         61.533   82.417    71.0 1969-03-31 2020-02-06
238670-99999 LAR' YAK                        61.100   80.250    57.0 1957-07-10 2020-02-06
238840-99999 BOR                             61.600   90.017    58.0 1953-02-16 2020-02-06
238910-99999 BAJKIT                          61.667   96.367   262.0 1957-07-01 2020-02-06
239040-99999 KAZIM                           60.333   51.550   126.0 1959-08-01 2002-02-16
239090-99999 GAJNY                           60.283   54.350   198.0 1953-02-16 2020-02-06
239140-99999 CHERDYN'                        60.400   56.517   207.0 1932-01-01 2020-02-06
239210-99999 IVDEL'                          60.683   60.450    95.0 1948-01-01 2020-02-06
239230-99999 SUPRA                           60.867   64.900    81.0 1969-03-31 2001-07-19
239290-99999 SAIM                            60.317   64.217    53.0 1953-02-16 2020-02-06
239330-99999 KHANTY MANSIYSK                 61.028   69.086    23.2 1932-01-01 2020-02-06
239390-99999 ALTAY                           60.333   68.967    32.3 1953-02-25 2020-02-06
239460-99999 UGUT                            60.500   74.017    48.1 1953-02-16 2020-02-06
239550-99999 ALEKSANDROVSKOE                 60.433   77.867    48.0 1948-01-04 2020-02-06
239660-99999 VANZIL'-KYNAK                   60.350   84.083    99.0 1953-02-16 2020-02-06
239730-99999 VOROGOVO                        61.033   89.633    49.0 1953-02-16 2020-02-06
239750-99999 SYM                             60.350   88.367    86.0 1953-02-16 2020-02-06
239820-99999 VEL'MO                          61.017   93.433   121.8 1957-07-10 2020-02-06
239860-99999 SEVERO-ENISEJSK                 60.367   93.033   511.0 1957-07-22 2020-02-06
239920-99999 UST'-KAMO                       60.717   97.517   178.0 1957-07-31 2020-02-06
240510-99999 SIKTJAH                         69.917  125.167    38.0 1969-01-01 1994-02-18
240710-99999 JANGKI-IN-YAKUT                 69.767  135.067    49.0 1969-01-01 2002-06-27
241050-99999 ESSEJ                           68.467  102.367   271.0 1957-07-01 2004-05-24
241250-99999 OLENEK                          68.500  112.433   220.0 1962-01-01 2020-02-06
241360-99999 SUHANA                          68.617  118.333    77.0 1959-01-01 2020-02-06
241430-99999 DZARDZAN                        68.733  124.000    39.0 1948-01-01 2020-02-06
241660-99999 JANSK                           68.450  134.800   103.0 1959-01-02 2001-06-24
241970-99999 DRUZINA                         68.233  145.300   152.0 1959-01-01 1993-02-26
242190-99999 YAROL'IN                        67.133  108.533   235.8 1959-01-01 2020-02-06
242660-99999 VERHOJANSK                      67.567  133.400   138.0 1948-01-01 2020-02-06
243290-99999 SHELAGONTSY                     66.250  114.283   236.0 1957-07-01 2020-02-06
243430-99999 ZHIGANSK                        66.767  123.400    92.0 1948-01-03 2020-02-06
243960-99999 ARGA                            66.500  149.783    40.0 1959-01-01 1993-12-12
244490-99999 BESTYAHSKAYA ZVEROFERMA         65.300  127.117    73.3 1959-01-01 2020-02-06
244770-99999 IEMA                            65.300  135.800   674.9 1959-01-01 2020-02-06
245070-99999 TURA                            64.267  100.233   168.0 1937-01-01 2020-02-06
245380-99999 CHUMPURUK                       64.233  116.917   139.1 1959-01-01 2020-02-06
245570-99999 SOGO-HAYA                       64.283  126.450    85.0 1959-01-01 2020-02-06
245610-99999 SYURYUN-KYUYEL'                 65.000  130.683   737.0 1957-07-02 1988-06-27
245850-99999 NERA                            64.550  144.400   518.5 1959-01-01 2020-02-06
245980-99999 DARPIR                          64.167  148.033   841.0 1959-01-01 1995-09-20
246290-99999 SYULDYUKAR                      63.217  113.633   163.0 1957-07-01 2005-08-29
246390-99999 NJURBA                          63.283  118.333   119.0 1934-09-03 2020-02-06
246410-99999 VILJUJSK                        63.767  121.617   111.0 1937-01-01 2020-02-06
246520-99999 SANGARY                         63.967  127.467    96.0 1948-01-01 2020-02-06
246560-99999 BATAMAJ                         63.517  129.483    79.0 1948-01-01 2020-02-06
246680-99999 VERHOJANSK PEREVOZ              63.317  132.017    90.9 1959-01-01 2020-02-06
246710-99999 TOMPO                           63.950  135.867   402.0 1959-01-01 2020-02-06
246790-99999 VOSTOCHNAYA                     63.217  139.600  1287.9 1959-01-01 2020-02-06
246880-99999 OJMJAKON                        63.250  143.150   741.0 1948-01-01 2020-02-06
246910-99999 DELYANKIR                       63.833  145.600   800.9 1959-01-01 2020-02-06
247130-99999 NAKANNO                         62.883  108.433   246.0 1955-07-01 2007-02-27
247240-99999 CHERNISHEVSKIJ                  63.033  112.483   422.0 1948-01-01 2020-02-06
247260-99999 MIRNY                           62.535  114.039   352.0 1961-07-01 2020-02-06
247380-99999 SUNTAR                          62.150  117.650   133.0 1933-12-02 2020-02-06
247390-99999 CHAINGDA                        62.283  119.850   308.2 1959-01-01 2015-04-07
247680-99999 CURAPCA                         62.033  132.600   186.0 1948-01-01 2020-02-06
247710-99999 TEPLY KLJUCH                    62.783  136.850   288.6 1959-01-01 2020-02-06
247900-99999 SUSUMAN                         62.783  148.167   655.0 1959-09-01 2020-02-06
248170-99999 ERBOGACEN                       61.267  108.017   291.0 1937-01-02 2020-02-06
248260-99999 DOROZHNYJ                       61.617  114.617   353.7 1959-01-01 2020-02-06
248430-99999 TONGULAH                        61.917  124.550   199.1 1959-01-01 2020-02-06
248560-99999 POKROVSK                        61.483  129.150   115.0 1948-01-01 2020-02-06
248710-99999 OHOTSKIJPEREVOZ                 61.867  135.500   140.6 1959-01-01 2020-02-06
248780-99999 ALLAH-JUN                       61.133  137.983   613.0 1959-01-01 1996-09-10
248980-99999 UST' OMCHUG                     61.117  149.633   574.5 1959-01-01 2020-02-06
249080-99999 VANAVARA                        60.333  102.267   260.0 1957-07-01 2020-02-06
249180-99999 PREOBRAZHENKA                   60.050  108.083   295.2 1957-07-01 2020-02-06
249230-99999 LENSK                           60.717  114.883   234.0 1948-01-01 2020-02-06
249440-99999 OLEKMINSK                       60.400  120.417   229.6 1931-12-31 2020-02-06
249460-99999 SANI-YAKHTAT                    60.600  124.033   139.0 1959-01-01 1989-09-19
249510-99999 ISIT'                           60.817  125.317   118.0 1933-12-02 2020-02-06
249590-99999 JAKUTSK                         62.017  129.717   101.0 1931-12-31 2020-02-06
249620-99999 AMGA                            60.900  131.983   146.0 1948-01-01 2020-02-06
249660-99999 UST'-MAJYA                      60.383  134.450   170.0 1933-12-09 2020-02-06
249670-99999 TEGYULTYA                       60.467  130.000   171.0 1959-01-01 2020-02-06
249820-99999 UEGA                            60.717  142.783   398.0 1954-11-22 2020-02-06
249880-99999 ARKA                            60.083  142.333   198.0 1948-01-01 2020-02-06
251230-99999 CHERSKIJ                        68.750  161.283    28.0 1955-03-05 2020-02-06
251380-99999 OSTROVNOE                       68.117  164.167    94.0 1959-01-01 2020-02-06
251510-99999 CHAUN                           68.883  170.783     4.7 1959-01-01 2020-02-06
251730-99999 MYS SHMIDTA                     68.900 -179.633     3.0 1933-12-03 2015-03-18
252060-99999 CREDNEKOLYMSK                   67.450  153.717    21.0 1959-01-01 2020-02-06
252480-99999 ILIRNEJ                         67.250  167.967   353.0 1959-01-01 2020-02-06
253250-99999 UST'-OLOJ                       66.550  159.417   127.0 1959-01-01 2014-11-12
253560-99999 EN' MUVEEM                      66.383  173.333    77.0 1959-01-01 2020-01-29
253720-99999 AMGUJEMA                        67.033 -178.917   138.0 1959-01-01 2002-08-30
253780-99999 EGVEKINOT                       66.350 -179.117    26.0 1946-01-01 2020-02-06
253990-99999 MYS UELEN                       66.150 -169.833     3.0 1933-12-03 2020-02-06
254000-99999 ZYRYANKA                        65.733  150.900    43.0 1946-01-01 2020-02-06
254280-99999 OMOLON                          65.233  160.533   264.0 1959-01-01 2020-02-06
254690-99999 KANCHALAN                       65.183  176.767    18.5 1959-01-01 2020-02-06
255030-99999 KORKODON                        64.750  153.967    98.0 1959-01-01 2020-02-06
255380-99999 VERHNEE PENZINO                 64.217  164.233   326.0 1959-01-01 2016-12-31
255510-99999 MARKOVO                         64.683  170.417    26.0 1946-01-02 2020-02-06
255630-99999 UGOLNY                          64.735  177.741    59.1 1933-12-01 2020-02-06
255940-99999 PROVIDENIYA BAY                 64.378 -173.243    21.9 1947-05-02 2020-02-06
256210-99999 KEDON                           64.000  158.917   683.0 1959-01-01 2000-12-25
256560-99999 BEREZOVO                        63.417  172.717   200.0 1959-01-01 2000-02-21
256770-99999 BERINGOVSKAJA                   63.017  179.283    82.0 1955-03-05 2014-11-12
257030-99999 SEJMCHAN                        62.917  152.417   205.0 1959-01-01 2020-02-06
257050-99999 SREDNIKAN                       62.450  152.317   260.0 1959-01-01 2020-02-06
257440-99999 KAMENSKOE                       62.433  166.083    10.0 1955-05-01 2009-05-27
258160-99999 PESTRAYA DRESVA                 61.533  156.700     7.0 1959-01-01 1988-10-09
258210-99999 NAJAHAN                         61.917  158.983    23.0 1937-02-12 2002-04-28
259020-99999 ATKA                            60.850  151.767   901.0 1959-01-01 2004-10-02
259130-99999 SOKOL                           59.911  150.720   175.0 1945-12-31 2020-02-06
259220-99999 SHELIHOVA                       60.717  155.883    33.3 1961-12-01 2020-02-06
259270-99999 BROHOVO                         59.650  154.267     5.0 1959-01-01 2020-02-06
259320-99999 TAJGONOS                        60.683  160.400    30.0 1959-01-01 2013-09-17
259410-99999 CHEMURNAUT                      60.733  163.017    14.0 1955-05-01 2020-02-06
259540-99999 KORF                            61.350  166.000     3.6 1937-01-01 2012-07-31
259560-99999 APUKA                           60.433  169.667     5.0 1953-02-16 2020-02-06
260290-99999 PAKRI                           59.383   24.033    26.0 1959-12-23 2020-02-06
260380-99999 TALLINN                         59.413   24.833    39.9 1953-02-16 2020-02-06
260450-99999 KUNDA                           59.517   26.550     3.0 1959-01-01 2020-02-06
260460-99999 JOHVI                           59.333   27.383    75.0 1959-01-01 2020-02-06
260580-99999 NARVA-JOESUU                    59.389   28.117    29.9 1959-01-01 2020-02-06
260590-99999 KINGISEPP                       59.367   28.600    19.0 1948-01-01 2020-02-06
260630-99999 PULKOVO                         59.800   30.263    24.1 1931-04-01 2020-02-06
260635-99999 SMOLNAYA                        59.983   30.583    18.0 1973-01-01 1989-03-15
260780-99999 LJUBAN'                         59.350   31.233    39.0 1948-01-01 2020-02-06
260940-99999 TIHVIN                          59.650   33.550    61.0 1932-01-01 2020-02-06
261148-99999 MINSK 2                         53.882   28.031   204.2 1999-01-14 2020-02-06
261150-99999 RISTNA                          58.917   22.067     9.0 1955-01-01 2020-02-06
261160-99999 KARDLA                          58.991   22.831     5.5 1959-01-01 2020-02-06
261161-99999 KURESSAARE                      58.217   22.500     4.0 2004-05-10 2020-02-06
261280-99999 VIRTSU                          58.567   23.517     3.0 1959-01-02 2020-02-06
261340-99999 KUUSIKU                         58.967   24.733    52.0 1969-01-01 2020-02-06
261350-99999 TURI                            58.817   25.417    65.0 1955-01-01 2020-02-06
261410-99999 VALKE-MAARJA                    59.133   26.233   123.0 1962-12-11 2020-02-06
261440-99999 JOGEVA                          58.750   26.417    71.0 2001-09-19 2020-02-06
261670-99999 NIKOLAEVSKOE                    58.567   29.800    91.0 1955-03-01 2020-02-06
262140-99999 VILSANDI                        58.383   21.817     6.0 1959-01-01 2020-02-06
262180-99999 SORVE                           57.917   22.050     4.0 1973-01-01 2020-02-06
262260-99999 KIHNU                           58.100   23.967     4.0 1959-01-01 2020-02-06
262270-99999 RUHNU                           57.783   23.250     2.0 1961-11-10 2020-02-06
262290-99999 AINAZI                          57.867   24.367     5.0 1955-01-01 2020-02-06
262310-99999 PJARNU-SAUGA                    58.417   24.467     8.0 1948-01-01 2008-12-31
262420-99999 TARTU                           58.307   26.690    66.8 1948-01-01 2020-02-06
262470-99999 VALGA                           57.783   26.033    66.0 1959-01-01 2020-02-06
262490-99999 VORU                            57.850   27.017    83.0 1959-01-01 2020-02-06
262580-99999 PSKOV                           57.784   28.396    46.9 1953-02-16 2020-02-06
262750-99999 STARAYA RUSSA                   58.017   31.317    25.0 1955-01-01 2020-02-06
262980-99999 BOLOGOE                         57.900   34.030   188.0 1959-08-07 2020-02-06
263130-99999 KOLKA                           57.750   22.600     5.0 1955-01-01 2020-02-06
263240-99999 MERSRAGS                        57.350   23.117     6.0 1959-01-01 2020-02-06
263480-99999 GULBENE                         57.133   26.717   143.0 1948-01-01 2020-02-06
263590-99999 PUSKINSKIE GORY                 57.017   28.900   108.0 1959-01-01 2020-02-06
263780-99999 HOLM                            57.150   31.183    71.0 1946-03-07 2020-02-06
263890-99999 OSTASKOV                        57.133   33.117   218.0 1959-01-02 2020-02-06
264030-99999 PAVILOSTA                       56.883   21.183    10.0 1959-01-01 2020-02-06
264050-99999 VENTSPILS                       57.350   21.533     6.0 2004-09-05 2020-02-06
264060-99999 LIEPAJA INTL                    56.518   21.097     4.9 1955-01-01 2020-02-06
264160-99999 SALDUS                          56.683   22.500   112.0 1955-01-01 2020-02-06
264220-99999 RIGA                            56.917   23.967    26.0 1928-01-02 2008-12-31
264770-99999 VELIKIE LUKI                    56.350   30.620   106.0 1932-01-01 2020-02-06
264980-99999 RZEV                            56.267   34.317   196.0 1932-01-01 1999-04-21
265020-99999 PALANGA INTL                    55.973   21.094    10.1 1959-01-01 2020-02-06
265021-99999 SIAULIAI INTL                   55.883   23.383   138.0 2004-01-06 2020-02-06
265090-99999 KLAIPEDA                        55.733   21.083     7.3 1929-08-01 2020-02-06
265180-99999 LAUKUVA                         55.617   22.233   166.0 1959-01-01 2020-02-06
265240-99999 SIAULIAI                        55.933   23.317   107.0 1955-01-01 2008-12-31
265310-99999 BIRZAI                          56.200   24.767    51.5 1959-01-01 2020-02-06
265440-99999 DAUGAVPILS                      55.867   26.617   122.0 1955-01-01 2020-02-06
265540-99999 VERHNEDVINSK                    55.817   27.950   132.0 1959-01-01 2020-02-06
265850-99999 BELYJ                           55.850   32.950   222.0 1948-01-01 2020-02-06
266290-99999 KAUNAS                          54.883   23.833    77.0 1953-02-16 2020-02-06
266295-99999 KAUNAS INTL                     54.964   24.085    78.0 1998-03-01 2020-02-06
266330-99999 UTENA                           55.517   25.583   105.7 1959-01-01 2020-02-06
266430-99999 SHARCOVSCHINA                   55.367   27.467   131.0 1961-02-08 2020-02-06
266450-99999 LYNTUPY                         55.050   26.317   212.0 1961-02-08 2020-02-06
266530-99999 POLOTSK                         55.467   28.767   133.0 1961-02-07 2020-02-06
266570-99999 DOKSHITSY                       54.883   27.750   193.0 1961-09-30 2020-02-06
266590-99999 LEPEL                           54.883   28.700   174.0 1959-01-01 2020-02-06
266660-99999 VITEBSK                         55.127   30.350   207.9 1932-01-01 2020-02-06
266661-99999 GRODNO                          53.600   24.533   138.0 2004-07-13 2020-02-06
266950-99999 VJAZ'MA                         55.167   34.400   251.0 1946-01-01 2020-02-06
267020-99999 KHRABROVO                       54.890   20.593    13.1 1928-01-01 2020-02-06
267300-99999 VILNIUS INTL                    54.634   25.286   196.9 1934-03-13 2020-02-06
267590-99999 BORISOV                         54.267   28.500   189.0 1959-01-03 2020-02-06
267630-99999 ORSHA                           54.500   30.417   185.0 1946-01-01 2020-02-06
267810-99999 SMOLENSK                        54.750   32.067   239.0 1936-12-31 2020-02-06
267950-99999 SPAS-DEMENSK                    54.417   34.017   238.0 1959-01-01 2020-02-06
268250-99999 GRODNO                          53.600   24.050   134.0 1934-03-29 2008-12-31
268320-99999 LIDA                            53.902   25.317   157.0 1934-03-31 2020-02-06
268500-99999 MINSK 1                         53.864   27.540   228.0 1932-01-01 2020-02-06
268530-99999 BEREZINO                        53.833   28.983   154.0 1960-04-01 2020-02-06
268550-99999 MARIYNA GORKA                   53.450   28.133   177.0 1961-02-04 2020-02-06
268630-99999 MOGILEV                         53.950   30.067   192.0 1955-01-01 2008-12-31
268640-99999 KLICHEV                         53.500   29.333   155.0 1961-02-03 2020-02-06
268780-99999 SLAVGOROD                       53.450   31.017   170.0 1961-02-03 2020-02-06
268820-99999 ROSLAVL'                        53.933   32.833   224.0 1946-01-02 2020-02-06
268870-99999 KOSTUCKOVICHI                   53.350   32.067   167.0 1960-01-10 2020-02-06
268980-99999 BRYANSK                         53.214   34.176   202.1 1936-12-31 2020-02-06
269410-99999 BARANOVICHI                     53.117   26.000   193.0 1955-01-01 2020-02-06
269510-99999 SLUTSK                          53.033   27.550   162.0 1959-01-01 2020-02-06
269610-99999 BOBRUISK                        53.217   29.127   156.0 1955-01-01 2020-02-06
269660-99999 ZHLOBIN                         52.900   30.033   142.0 1961-02-03 2020-02-06
269970-99999 TRUBCHEVSK                      52.583   33.767   178.0 1955-01-01 2020-02-06
270370-99999 VOLOGDA                         59.233   39.867   131.0 1932-01-01 2020-02-06
270510-99999 TOTMA                           59.967   42.767   134.0 1936-12-31 2020-02-06
270660-99999 NIKOL'SK                        59.533   45.467   143.0 1948-01-01 2020-02-06
270830-99999 OPARINO                         59.850   48.283   180.0 1948-01-01 2020-02-06
271130-99999 CHEREPOVEC                      59.267   38.017   114.0 1955-03-01 2020-02-06
271960-99999 KIROV                           58.650   49.617   147.0 1932-01-01 2002-12-11
272170-99999 BEZECK                          57.800   36.700   147.0 1959-01-01 2001-03-06
272250-99999 RYBINSK                         58.100   38.683   105.0 1936-01-01 2020-02-06
272420-99999 BUJ                             58.483   41.533   103.0 1946-01-02 2020-02-06
272520-99999 NIKOLO-POLOMA                   58.350   43.383   150.0 1959-01-01 2020-02-06
272710-99999 SAR'JA                          58.367   45.533   125.0 1936-12-31 2020-02-06
273160-99999 KASIN                           57.350   37.583   138.0 1959-01-01 2020-02-06
273290-99999 ROSTOV                          57.200   39.417   101.0 1946-04-01 2020-02-06
273330-99999 KOSTROMA                        57.733   40.783   126.0 1959-01-01 2020-02-06
273470-99999 IVANOVO                         56.950   40.967   126.0 1936-12-31 2020-02-06
273550-99999 JUR'EVEC                        57.333   43.117   132.0 1955-03-01 2020-02-06
273690-99999 KRASNYE BAKI                    57.133   45.167   110.0 1957-07-01 2020-02-06
273730-99999 SAKUN'JA                        57.667   46.633   175.0 1955-03-01 2020-02-06
273930-99999 NOLINSK                         57.550   49.950   136.0 1955-07-01 2020-02-06
274020-99999 TVER'                           56.883   35.867   137.0 1946-01-01 2020-02-06
274590-99999 STRIGINO                        56.230   43.784    78.0 1994-08-02 2020-02-06
274790-99999 KOZ'MODEM'JANSK                 56.333   46.583   107.0 1955-03-01 2020-02-06
274850-99999 JOSHKAR-OLA                     56.633   47.767   106.0 1959-01-01 2020-02-06
275155-99999 SHEREMETYEVO                    55.973   37.415   189.6 1973-01-01 2020-02-06
275185-99999 VNUKOVO                         55.592   37.261   208.8 1973-01-01 2020-02-06
275320-99999 VLADIMIR                        56.117   40.350   172.0 1946-03-07 2020-02-06
275390-99999 GUS'-HRUSTAL'NYJ                55.600   40.650   136.0 1959-01-01 2020-02-06
275530-99999 GOR'KIJ                         56.217   43.817    82.0 1932-01-01 1995-11-20
275770-99999 SERGAC                          55.533   45.500   125.0 1964-03-03 2020-02-06
275950-99999 KAZAN                           55.606   49.279   126.2 1932-01-01 2020-02-06
276070-99999 BEGISHEVO                       55.565   52.093   196.0 2004-08-10 2020-02-06
276120-99999 MOSKVA VDNH (DOLGOPRUDNYJ)      55.833   37.617   200.0 1932-01-01 2020-02-06
276270-99999 KASIRA                          54.833   38.150   221.0 1959-08-23 2020-02-06
276480-99999 ELAT'MA                         54.950   41.767   136.0 1932-01-01 2020-02-06
276530-99999 ARZAMAS                         55.367   43.783   127.0 1959-01-01 2020-02-06
276650-99999 LUKOJANOV                       55.033   44.500   219.0 1946-03-09 2020-02-06
276790-99999 ALATYR'                         54.817   46.583   180.0 1936-12-31 2020-02-06
277030-99999 KALUGA                          54.550   36.367   198.8 1932-01-01 2020-02-06
277070-99999 SUHINICHI                       54.100   35.350   238.0 1959-01-01 2020-02-06
277190-99999 TULA                            54.233   37.617   203.0 1959-01-01 2020-02-06
277310-99999 RJAZAN'                         54.617   39.717   170.0 1946-03-08 2004-11-13
277600-99999 SARANSK                         54.133   45.233   201.0 1959-01-01 2020-02-06
277860-99999 ULYANOVSK                       54.317   48.333   129.0 1948-01-02 2013-04-30
278230-99999 PAVELETS                        53.783   39.250   209.0 1946-03-06 2020-02-06
278480-99999 MORSANSK                        53.450   41.800   142.0 1959-01-01 2020-02-06
278570-99999 ZAMETCHINO                      53.483   42.633   131.0 1932-01-01 2020-02-06
279060-99999 OREL                            52.933   36.000   196.0 1946-01-02 2020-02-06
279280-99999 ELEC                            52.633   38.517   168.0 1948-01-01 2020-02-06
279300-99999 LIPETSK ARPT                    52.703   39.538   178.9 1959-01-01 2020-02-06
279470-99999 TAMBOV                          52.800   41.333   128.0 1957-07-01 2020-02-06
279620-99999 PENZA                           53.133   45.017   174.0 1932-01-01 2020-02-06
279621-99999 VOSTOCHNY                       54.401   48.803    76.8 2004-07-13 2020-02-06
279830-99999 SYZRAN'                         53.183   48.400   103.0 1959-01-01 2020-02-06
280090-99999 KIRS                            59.350   52.250   168.0 1955-01-01 2020-02-06
280440-99999 SEROV                           59.600   60.533   130.0 1932-01-01 2020-02-06
280490-99999 GARI                            59.433   62.333   131.0 1953-02-16 2020-02-06
280640-99999 LEUSI                           59.617   65.717    72.0 1953-02-16 2020-02-06
280660-99999 KONDINSKOJE                     59.667   67.417    41.0 1953-02-16 2001-11-21
280760-99999 DEM'JANSKOE                     59.600   69.283    57.0 1953-02-16 2020-02-06
280870-99999 LIMKOYEVSKIYE                   59.533   70.417    50.0 1957-07-01 2005-10-16
280970-99999 TAUROVO                         59.583   73.283    60.3 1973-08-09 2020-02-06
281160-99999 KUDYMKAR                        58.983   54.650   186.0 1946-03-09 2020-02-06
281310-99999 KIZEL                           59.033   57.567   316.0 1946-03-09 1997-07-13
281440-99999 VERHOTUR'E                      58.867   60.783   125.0 1959-01-01 2020-02-06
281650-99999 KUMINSKAYA                      58.717   66.083    81.2 1973-01-01 2020-02-06
281720-99999 UVAT                            59.150   68.917    41.0 1953-02-16 1995-09-23
282140-99999 GLAZOV                          58.133   52.583   169.0 1947-05-06 2020-02-06
282160-99999 VERESCAGINO                     58.083   54.683   226.0 1959-01-01 2018-07-17
282250-99999 BOLSHOYE SAVINO                 57.915   56.021   123.1 1932-01-01 2020-02-06
282400-99999 NIZHNYJ TAGIL                   57.883   60.067   260.0 1946-03-09 2020-02-06
282550-99999 TURINSK                         58.050   63.683   103.0 1946-03-14 2017-07-26
282750-99999 TOBOL'SK                        58.150   68.250    50.0 1932-01-01 2020-02-06
282780-99999 VAGAY RIVER                     57.917   69.033   100.0 1969-01-01 1997-12-23
283190-99999 NOZOVKA                         57.083   54.750   131.0 1946-03-09 2020-02-06
283210-99999 OHANSK                          57.717   55.383   163.0 1947-02-19 2020-02-06
283340-99999 SAMARY                          57.350   58.217   244.0 1953-02-16 2020-02-06
283660-99999 JARKOVO                         57.417   67.083    52.1 1953-02-16 2020-02-06
283670-99999 TYUMEN'                         57.117   65.433   102.0 1932-01-01 2020-02-06
283820-99999 UST'-ISIM                       57.683   71.183    62.0 1948-01-01 2020-02-06
283830-99999 TEVRIZ                          57.517   72.400    67.0 1948-01-01 2018-07-15
283960-99999 VASISS-IN-OM                    57.367   74.750   101.0 1953-02-16 2004-03-28
284110-99999 IZHEVSK                         56.833   53.450   159.0 1957-07-01 2020-02-06
284190-99999 JANAUL                          56.283   54.967    99.4 1946-03-09 2005-06-29
284280-99999 CERNUSKA                        56.500   56.133   148.0 1959-01-01 2018-07-17
284340-99999 KRASNOUFIMSK                    56.650   57.783   206.0 1946-04-01 2020-02-06
284400-99999 KOLTSOVO                        56.743   60.803   232.9 1932-01-01 2020-02-06
284510-99999 KAMYSLOV                        56.850   62.717   127.0 1948-01-01 2018-07-25
284650-99999 JALTUROVOSK                     56.683   66.350    61.0 1953-02-16 2020-02-06
284690-99999 VAGAJ                           56.483   67.300   131.0 1948-01-01 1989-10-30
284810-99999 VIKULOVO                        56.817   70.617    78.0 1948-01-01 2020-02-06
284910-99999 BOL'SIE UKI                     56.933   72.667    87.0 1955-01-01 2020-02-06
284930-99999 TARA                            56.900   74.383    73.0 1932-01-01 2020-02-06
284935-99999 YEMELYANOVO                     56.173   92.493   287.1 1999-01-14 2020-02-06
284980-99999 KOLOSOVKA                       56.450   73.650    98.0 1960-01-04 2003-02-15
285060-99999 ELABUGA                         55.767   52.067    91.0 1946-01-01 2020-02-06
285370-99999 DUVAN                           55.700   57.900   338.0 1953-02-16 2016-07-18
285410-99999 VERHNIJ UFALEJ                  56.083   60.300   399.0 1959-01-01 2020-02-06
285520-99999 SADRINSK                        56.067   63.650    89.0 1946-03-11 2020-02-06
285730-99999 ISHIM                           56.100   69.433    82.0 1948-01-01 2020-02-06
285860-99999 TJUKALINSK                      55.867   72.200   118.0 1948-01-01 2018-07-25
285880-99999 NAZYVOEVSK                      55.567   71.367   126.0 1953-02-16 2018-07-23
285930-99999 BOL'SHERECH'E                   56.100   74.633    77.0 1948-01-01 2020-02-06
285980-99999 SARGATSKOE                      55.600   73.483    81.0 1953-02-16 2016-03-30
286150-99999 BAKALY                          55.183   53.800   125.0 1959-01-01 2016-07-18
286210-99999 BIRSK                           55.417   55.533   186.0 1959-01-01 2020-02-06
286370-99999 KROPACEVO                       55.000   57.983   415.0 1946-03-09 2001-05-08
286420-99999 BALANDINO                       55.306   61.503   234.4 1932-01-01 2020-02-06
286550-99999 SUMIHA                          55.233   63.317   178.0 1960-01-06 2018-07-18
286610-99999 KURGAN                          55.467   65.400    74.0 1932-01-01 2020-02-06
286660-99999 MAKUSINO                        55.250   67.300   140.0 1953-02-16 2020-02-06
286730-99999 ILINSKOYE-IN-TYUMEN             55.450   69.317    92.0 1969-01-01 2004-08-20
286790-99999 PETROPAVLOVSK                   54.833   69.150   136.0 1932-01-01 2008-12-31
286880-99999 ISIL'KUL'                       54.900   71.250   125.0 1948-01-01 2018-07-22
286960-99999 KALACINSK                       55.033   74.583   110.0 1953-02-16 2018-07-25
286980-99999 OMSK                            54.967   73.311    94.8 1932-01-01 2020-02-06
287110-99999 BUGUL'MA                        54.617   52.800   303.0 1946-03-09 2020-02-06
287220-99999 UFA                             54.558   55.874   136.9 1932-01-01 2020-02-06
287480-99999 TROIZK                          54.083   61.617   192.0 1946-03-12 2020-02-06
287560-99999 ZVERINOGOLOVSKOE                54.467   64.867   117.0 1959-08-03 2018-07-18
287660-99999 BLAGOVESHCHENKA                 54.367   66.967   151.0 1948-01-01 2020-02-06
287850-99999 VOZVISHEN SOVKHOZ               54.433   70.917   127.0 1959-01-02 2008-09-05
287860-99999 POLTAVKA                        54.367   71.750   125.0 1953-02-16 2020-02-06
287910-99999 SERBAKUL'                       54.633   72.433   115.0 1961-02-15 2018-07-25
287970-99999 ODESSKOE                        54.200   72.967   125.0 1948-01-01 2020-02-06
