673410-99999 MAPUTO                         -25.921   32.573    44.2 1973-01-01 2020-02-06
675860-99999 LILONGWE INTL                  -13.789   33.781  1261.0 1982-05-01 2020-02-06
676650-99999 LUSAKA INTL                    -15.333   28.450  1151.8 1973-01-01 2020-02-06
677610-99999 KARIBA INTL                    -16.520   28.885   520.0 1962-07-01 2020-02-06
677650-99999 KAROI                          -16.833   29.617  1344.0 1962-07-01 2020-02-06
677750-99999 ROBERT GABRIEL MUGABE INTL /   -17.930   31.094  1489.6 1949-01-01 2020-02-06
677790-99999 MOUNT DARWIN                   -16.783   31.583   966.0 1962-07-01 2020-02-06
677810-99999 MUTOKO                         -17.432   32.185  1204.0 1962-07-01 2020-02-06
678430-99999 VICTORIA FALLS INTL            -18.096   25.839  1063.8 1973-01-01 2020-02-06
678530-99999 HWANGE NATIONAL PARK           -18.630   27.021  1079.9 1962-07-01 2020-02-06
678610-99999 GOKWE                          -18.217   28.933  1282.0 1962-07-01 2020-02-06
678670-99999 GWERU THORNHILL                -19.436   29.862  1426.5 1962-07-01 2020-02-06
678690-99999 KADOMA                         -18.317   29.883  1157.0 1962-07-01 2020-02-06
678810-99999 RUSAPE                         -18.533   32.133  1430.0 1962-07-01 2020-02-06
679650-99999 J M NKOMO INTL / BULAWAYO      -20.021   28.627  1330.8 1949-01-01 2020-02-06
679690-99999 WEST NICHOLSON                 -21.050   29.367   861.0 1962-07-01 2020-02-06
679750-99999 MASVINGO INTL                  -20.055   30.859  1095.8 1962-07-01 2020-02-06
679770-99999 BUFFALO RANGE                  -21.008   31.579   433.1 1965-12-01 2020-02-06
679830-99999 CHIPINGE                       -20.200   32.617  1132.0 1949-01-03 2020-02-06
679910-99999 BEITBRIDGE                     -22.217   30.000   457.0 1962-07-01 2020-02-06
680140-99999 GROOTFONTEIN                   -19.602   18.123  1413.1 1973-01-01 2020-02-06
680180-99999 RUNDU                          -17.956   19.719  1105.5 1973-01-02 2020-02-06
680240-99999 GHANZI                         -21.700   21.650  1100.0 1959-01-01 2020-02-06
680290-99999 KASANE                         -17.833   25.162  1002.5 1982-08-01 2020-02-06
680300-99999 PANDAMATENGA                   -18.533   25.633  1071.0 1998-03-01 2020-02-06
680320-99999 MAUN                           -19.973   23.431   942.7 1949-01-02 2020-02-06
680380-99999 SUA PAN                        -20.553   26.116   909.8 1991-08-01 2020-02-06
680400-99999 LETLHAKANE                     -21.417   25.600   985.0 1992-11-01 2020-02-06
680540-99999 FRANCISTOWN                    -21.160   27.475  1000.7 1959-01-01 2020-02-06
680700-99999 SELEBI-PHIKWE                  -22.050   27.817   892.0 2001-09-16 2020-01-19
680980-99999 WALVIS BAY                     -22.980   14.645    91.1 1990-02-14 2020-02-06
681040-99999 WALVIS BAY (PELICAN POINT)     -22.883   14.433     0.0 1965-05-02 2009-10-16
681100-99999 WINDHOEK/EROS(SAAF)            -22.567   17.100  1725.0 1957-07-01 2020-02-06
681120-99999 HOSEA KUTAKO INTL              -22.480   17.471  1719.1 1973-01-01 2020-02-06
681480-99999 MAHALAPYE                      -23.083   26.800  1006.0 1975-05-15 2020-02-06
681550-99999 ELLISRAS                       -23.683   27.700   839.0 1997-06-03 2020-02-06
681740-99999 POLOKWANE                      -23.867   29.450  1224.0 1949-01-01 2008-12-31
681830-99999 THOHOYANDOU                    -23.067   30.383   618.0 1997-06-01 2020-02-06
681910-99999 PHALABORWA                     -23.933   31.150   407.0 1997-06-03 2014-05-26
682340-99999 JWANENG                        -24.602   24.691  1188.7 1988-08-01 2020-01-21
682400-99999 SIR SERETSE KHAMA INTL         -24.555   25.918  1005.5 1985-01-02 2020-02-06
682620-99999 PRETORIA(MET)                  -25.733   28.183  1322.0 1949-01-01 2019-05-13
682630-99999 PRETORIA/IRENE                 -25.917   28.217  1500.0 1991-01-08 2020-02-06
682635-99999 LANSERIA                       -25.939   27.926  1376.8 1990-03-23 2020-02-06
682670-99999 ERMELO                         -26.500   29.983  1766.0 1998-03-01 2020-02-06
682672-99999 JOHANNESBURG B/G               -26.150   28.000  1626.0 2004-05-10 2020-02-06
682677-99999 PIETERSBURG                    -23.867   29.433  1222.0 2005-01-01 2020-02-06
682890-99999 NELSPRUIT                      -25.433   30.983   883.0 1998-03-01 2020-02-06
683000-99999 LUDERITZ (DIAZ POINT)          -26.683   15.250   139.0 1949-01-03 2020-02-05
683007-99999 VEREENIGING                    -26.566   27.961  1477.1 1999-01-14 2020-02-05
683120-99999 KEETMANSHOOP                   -26.540   18.111  1068.6 1949-01-04 2020-02-06
683280-99999 TSABONG                        -26.050   22.450  1000.0 1958-01-01 2020-02-06
683450-99999 WELKOM                         -28.000   26.667  1342.0 1998-03-01 2020-02-06
683470-99999 P C PELSER                     -26.871   26.718  1354.5 1998-04-08 2020-02-06
683680-99999 JOHANNESBURG INTL              -26.139   28.246  1694.1 1956-01-01 2020-02-06
683960-99999 MATSAPHA                       -26.529   31.308   633.4 1973-01-01 2020-02-06
684030-99999 ALEXANDER BAY                  -28.575   16.533    29.9 1997-07-01 2020-02-06
684240-99999 UPINGTON                       -28.399   21.260   850.7 1956-01-01 2020-02-06
684380-99999 KIMBERLEY                      -28.803   24.765  1204.0 1949-01-01 2020-02-06
684420-99999 BLOEMFONTEIN INTL              -29.093   26.302  1358.8 1949-01-01 2020-02-06
684610-99999 BETHLEHEM                      -28.248   28.336  1695.0 1980-03-01 2020-02-06
684960-99999 CAPE ST. LUCIA                 -28.500   32.400   107.0 1949-01-01 2015-06-11
685120-99999 SPRINGBOK                      -29.689   17.940   819.9 1955-09-14 2020-02-06
685380-99999 DEAAR(UA)                      -30.667   24.017  1287.0 1993-07-01 2020-02-06
685870-99999 PORT EDWARD                    -31.067   30.233    12.0 1998-03-01 2020-02-06
685880-99999 DURBAN INTL                    -29.970   30.951    10.1 1956-02-01 2020-02-06
686680-99999 MTHATHA                        -31.548   28.674   731.5 1973-01-01 2020-02-06
687140-99999 LANGEBAANWEG                   -32.969   18.160    32.9 1973-08-01 2020-02-06
687270-99999 BEAUFORT WEST                  -32.350   22.550   899.0 1998-03-01 2020-02-06
687520-99999 BHISHO                         -32.897   27.279   594.4 1987-05-14 2020-02-06
688160-99999 CAPE TOWN INTL                 -33.965   18.602    46.0 1949-01-01 2020-02-06
688280-99999 GEORGE                         -34.006   22.379   197.5 1949-01-01 2020-02-06
688420-99999 PORT ELIZABETH INTL            -33.985   25.617    68.9 1949-01-01 2020-02-06
688580-99999 EAST LONDON                    -33.036   27.826   132.6 1949-01-01 2020-02-06
689060-99999 GOUGH ISLAND                   -40.350   -9.883    54.0 1955-11-20 2020-02-06
689160-99999 CAPE POINT                     -34.350   18.500   238.0 1973-01-01 2020-02-06
689280-99999 MOSSEL BAY (LGT-H)             -34.183   22.150    59.0 1949-01-01 2020-02-06
689940-99999 MARION ISLAND                  -46.883   37.867    22.0 1949-01-01 2020-02-06
690150-93121 TWENTY NINE PALMS               34.300 -116.167   625.1 1990-01-02 2020-02-07
690190-13910 ABILENE DYESS AFB               32.433  -99.850   545.3 1943-12-01 2009-12-31
691174-99999 ABERDEEN PVNG GRND              39.467  -76.167    18.0 1936-10-01 2003-08-16
691464-99999 DRAUGHON RANGE                  40.869  141.378     5.2 1955-03-10 2004-12-31
699604-03145 YUMA MCAS                       32.650 -114.617    64.9 1987-07-01 2009-12-31
700260-27502 W POST-WILL ROGERS MEMORIAL A   71.283 -156.782     9.5 1945-01-01 2020-02-07
700300-27503 WAINWRIGHT AIRPORT              70.639 -159.995     9.1 1999-11-02 2020-02-07
700636-27405 PRUDHOE BAY                     70.250 -148.333    14.0 1973-01-01 1999-06-14
700637-27406 DEADHORSE AIRPORT               70.192 -148.477    18.6 1973-01-01 2020-02-07
700860-27401 BARTER ISLAND AIRPORT           70.134 -143.577     0.6 1947-10-01 2020-02-07
701040-99999 CAPE LISBURNE AFS               68.883 -166.133     3.0 1952-08-29 2005-12-31
701043-99999 POINT HOPE AIRPORT              68.350 -166.800     4.0 1943-10-01 2005-12-31
701170-99999 TIN CITY AFS                    65.567 -167.917    83.0 1953-05-04 2005-12-31
701195-99999 SHISHMAREF                      66.250 -166.083     4.0 1983-11-04 2005-12-31
701330-26616 RALPH WIEN MEMORIAL AIRPORT     66.867 -162.633     9.1 1973-01-01 2020-02-07
701333-26643 DEERING AIRPORT                 66.069 -162.764     6.4 1999-01-02 2020-02-06
701620-26508 UMIAT                           69.367 -152.133    85.0 1946-01-01 2013-04-11
701625-99999 ANAKTUVUK PASS                  68.133 -151.733   641.0 1980-09-11 2005-12-31
701718-99999 AMBLER                          67.100 -157.850   102.0 1988-01-05 2005-12-31
701730-99999 INDIAN MOUNTAIN AFS             66.000 -153.700   389.0 1951-08-01 2004-12-31
701740-26533 BETTLES AIRPORT                 66.917 -151.515   193.2 1945-01-01 2020-02-07
701745-99999 CHANDALAR LAKE                  67.500 -148.483   585.0 1973-06-24 2005-12-31
701780-26529 RALPH M CALHOUN MEML ARPT       65.175 -152.107    67.7 1943-06-01 2020-02-07
701940-26413 FORT YUKON AIRPORT              66.567 -145.267   135.6 1973-01-01 2020-02-07
702000-26617 NOME AIRPORT                    64.511 -165.440     4.0 1940-01-01 2020-02-07
702005-99999 ST MARYS                        62.050 -163.300    95.0 1979-04-08 2005-12-31
702031-26620 MOSES POINT                     64.700 -162.050     6.1 1943-06-08 1979-01-28
702035-99999 SAVOONGA                        63.683 -170.483    16.0 1987-06-29 2005-12-01
702040-26703 GAMBELL AIRPORT                 63.767 -171.733     8.5 1987-06-03 2020-02-07
702060-26632 NORTHEAST CAPE                  63.317 -168.967     9.1 1952-07-29 1969-08-19
702070-26627 UNALAKLEET AIRPORT              63.883 -160.800     5.5 1943-06-01 2020-02-07
702084-99999 EMMONAK                         62.783 -164.483     4.0 1944-04-12 2005-12-31
702120-26633 CAPE ROMANZOFF AFS              61.783 -166.033   146.0 1953-04-01 1999-12-31
702185-99999 MEKORYUK                        60.367 -166.267    15.0 1983-11-04 2005-11-29
702190-26615 BETHEL AIRPORT                  60.785 -161.829    31.1 1945-01-01 2020-02-07
702220-99999 GALENA A.                       64.733 -156.933    49.0 1942-09-17 2005-12-31
702310-26510 MCGRATH AIRPORT                 62.957 -155.610   101.5 1973-01-01 2020-02-07
702315-99999 TATALINA LRRS                   62.883 -155.967   294.0 1952-04-01 2005-12-31
702320-26516 ANIAK AIRPORT                   61.582 -159.543    25.9 1973-01-01 2020-02-07
702350-99999 SPARREVOHN AFS                  61.100 -155.567   484.0 1951-07-11 2005-12-31
702460-26512 MINCHUMINA                      63.886 -152.302   206.7 1973-01-01 2020-02-07
702490-99999 PUNTILLA                        62.100 -152.750   560.0 1973-01-01 2005-12-31
702495-99999 HAYES RIVER AIRPORT             61.980 -152.080   305.0 1973-01-01 2005-12-31
702510-26528 TALKEETNA AIRPORT               62.320 -150.095   106.7 1973-01-01 2020-02-07
702550-26514 SKWENTNA AIRPORT                61.977 -151.217    45.7 1973-01-01 2016-10-01
702590-26523 KENAI MUNICIPAL AIRPORT         60.580 -151.239    27.7 1973-01-01 2020-02-07
702600-26435 NENANA MUNICIPAL AIRPORT        64.550 -149.072   109.7 1943-07-06 2020-02-07
702606-99999 CHULITNA AIRPORT                62.883 -149.833   381.0 1978-11-30 2005-12-31
702607-99999 HOONAH SEAPLANE BASE            58.120 -135.417     6.0 1978-11-24 2005-12-31
702610-26411 FAIRBANKS INTERNATIONAL         64.804 -147.876   131.7 1946-01-01 2020-02-07
702615-99999 WAINWRIGHT AAF                  64.833 -147.617   140.0 1941-02-06 2005-12-30
702647-99999 HEALY RIVER AIRPORT             63.870 -148.970   394.0 1976-12-21 2005-12-31
702648-99999 CANTWELL CANTWELL               63.400 -148.950   668.0 1983-11-03 2005-12-05
702650-99999 FAIRBANKS/EIELSON A             64.650 -147.067   167.0 1944-11-11 2005-12-31
702670-26415 ALLEN ARMY AIRFIELD             63.994 -145.721   389.2 1945-10-15 2020-02-07
702675-99999 PAXSON                          63.033 -145.500   809.0 1974-04-19 2005-12-31
702700-99999 FT. RICHARDSON/BRYANT AHP  AK   61.267 -149.650   115.0 1973-12-01 2018-05-20
702710-26425 GULKANA AIRPORT                 62.159 -145.459   476.1 1945-01-01 2020-02-07
702717-99999 SELAWIK                         66.600 -159.986     7.6 1973-01-01 2016-09-30
702720-99999 ANCHORAGE/ELMENDORF             61.250 -149.800    59.0 1941-03-10 2005-12-31
702725-26491 LAKE HOOD SEAPLANE BASE         61.178 -149.966    27.4 2002-01-01 2020-02-07
702730-26451 TED STEVENS ANCHORAGE INTL      61.169 -150.028    36.6 1973-01-01 2020-02-07
702735-26409 MERRILL FIELD AIRPORT           61.217 -149.855    42.1 1945-01-01 2020-02-07
702740-25331 PALMER MUNICIPAL AIRPORT        61.596 -149.092    70.1 1999-01-01 2020-02-07
702740-99999 PALMER                          61.595 -149.089    74.0 1973-01-01 1998-12-31
702750-26442 NATIONAL WEATHER SERVICE OFFI   61.130 -146.352    29.0 1973-01-01 2014-04-01
702755-99999 MCCARTHY                        61.433 -142.933   455.0 1974-04-21 2005-12-31
702756-99999 VALDEZ PIONEER FIEL             61.133 -146.250    36.0 1975-05-01 2005-12-31
702757-99999 WHITTIER                        60.767 -148.683     9.0 1975-05-01 2005-12-31
702770-99999 SEWARD                          60.117 -149.450    18.0 1945-01-01 2005-12-31
702910-26412 NORTHWAY AIRPORT                62.962 -141.988   522.1 1945-01-01 2020-02-07
702915-99999 SLANA AIRPORT                   62.700 -143.983   730.0 1974-09-04 2005-12-31
702960-26410 M.K.(MUDHOLE) SMITH ARPT        60.489 -145.451     9.5 1942-06-11 2020-02-07
702986-99999 BIG RIVER LAKE                  60.817 -152.300    12.0 1978-08-23 2005-12-31
703050-99999 CAPE NEWENHAM AFS               58.650 -162.067   161.0 1953-07-26 2005-12-31
703080-25713 ST PAUL ISLAND AIRPORT          57.155 -170.222    10.7 1943-11-05 2020-02-07
703160-25624 COLD BAY AIRPORT                55.221 -162.732    23.8 1942-03-04 2020-02-07
703165-99999 SAND POINT                      55.333 -160.500     6.0 1973-01-07 2004-12-31
703210-99999 DILLINGHAM MUNI                 59.050 -158.517    29.0 1973-01-01 2005-12-31
703260-25503 KING SALMON AIRPORT             58.683 -156.656    20.4 1942-01-10 2020-02-07
703330-99999 PORT HEIDEN                     56.950 -158.617    29.0 1942-08-03 2005-12-31
703400-25506 ILIAMNA AIRPORT                 59.749 -154.909    43.6 1973-01-01 2020-02-07
703406-99999 PORT ALSWORTH AIR               60.200 -154.317    85.0 1973-01-01 2004-12-31
703410-25507 HOMER AIRPORT                   59.642 -151.491    19.5 1973-01-01 2020-02-07
703430-25402 MIDDLETON ISLAND METEOROLOGY    59.433 -146.333    30.5 1945-01-01 2020-02-07
703500-25501 KODIAK AIRPORT                  57.751 -152.486    24.4 1945-01-01 2020-02-07
703610-25339 YAKUTAT AIRPORT                 59.512 -139.671    10.1 1941-05-01 2020-02-07
703620-25335 SKAGWAY AIRPORT                 59.456 -135.324     6.1 1943-10-01 2020-02-07
703625-99999 HAINES BOAT HARBOR              59.233 -135.433    10.0 1973-07-19 1996-04-29
703626-25323 HAINES                          59.243 -135.509     4.6 1996-06-13 2020-02-07
703670-25322 GUSTAVUS                        58.411 -135.709    12.2 1976-08-01 2020-02-07
703710-25333 SITKA ROCKY GUTIERREZ ARPT      57.048 -135.365     4.3 1973-01-01 2020-02-07
703810-25309 JUNEAU INTERNATIONAL            58.357 -134.564     4.9 1973-01-01 2020-02-07
703817-99999 ELFIN COVE SEAPLANE             58.200 -136.350     0.0 1974-12-19 2005-12-31
703830-25310 ANGOON SEAPLANE BASE            57.499 -134.586     8.5 1973-01-01 2020-02-07
703855-99999 KAKE                            56.950 -133.900    52.0 1973-01-01 2005-12-31
703860-25329 JAMES A JOHNSON AIRPORT         56.806 -132.937    32.6 1973-01-01 2020-02-07
703870-99999 WRANGELL                        56.484 -132.370    13.0 1973-01-01 2005-12-31
703886-99999 PORT ALEXANDER                  56.247 -134.650     0.0 1979-05-07 2005-12-31
703894-25367 KLAWOCK AIRPORT                 55.580 -133.075     3.7 2000-01-01 2020-02-07
703950-25325 KETCHIKAN INTL AIRPORT          55.350 -131.650    24.4 1973-01-01 2020-02-07
703980-25308 ANNETTE ISLAND AIRPORT          55.039 -131.579    33.2 1941-07-14 2019-10-01
704140-99999 EARECKSON AS                    52.717  174.100    31.0 1943-06-21 2004-12-31
704540-25704 ADAK NAS                        51.883 -176.650     5.2 1942-10-30 2020-02-06
704820-25626 NIKOLSKI                        52.950 -168.850    21.0 1942-09-10 1994-05-14
704890-99999 DUTCH HARBOR                    53.900 -166.550     4.0 1946-01-01 2008-11-23
710180-99999 RESOLUTE CS                     74.717  -94.983    30.0 2004-08-03 2020-02-06
710210-99999 DEADMEN VALLEY  NWT             61.250 -124.467   283.0 2004-07-13 2020-02-06
710230-99999 JIMMY LAKE                      54.920 -109.950   658.0 2003-07-08 08:30:00 2020-02-06
710260-99999 MEDICINE HAT RCS                50.033 -110.717   715.0 2003-03-30 2020-02-06
710270-99999 INGONISH BEACH CS               46.667  -60.400     8.0 2003-06-17 2020-02-06
710280-99999 TATLAYOKO LAKE RCS  BC          51.667 -124.400   875.0 2003-06-17 2020-02-06
710310-99999 DISCOVERY ISLAND                48.420 -123.230    15.0 1992-10-08 2020-02-06
710348-99999 CHETWYND                        55.687 -121.627   609.6 1999-01-14 2020-02-06
710349-99999 MAKKOVIK                        55.083  -59.183    71.0 1999-01-14 2020-02-06
710354-99999 GOLDEN                          51.299 -116.982   784.9 1999-01-14 2020-02-06
710356-99999 EKATI                           64.700 -110.617   469.0 1999-01-14 2020-02-06
710358-99999 DELINE                          65.211 -123.436   218.0 1999-01-14 2020-02-06
710359-99999 LAC MEMPHREMAGOG                45.270  -72.170   209.0 2004-09-21 2020-02-06
710370-99999 POINT ATKINSON                  49.330 -123.265    35.0 2003-06-17 2020-02-06
710377-99999 GILLAM                          56.370  -94.700   145.0 2005-02-15 2020-02-06
710390-99999 CARMACKS CS                     62.117 -136.200   543.0 2003-06-17 2020-02-06
710400-99999 LATERRIERE  QUE                 48.300  -71.117   163.0 1993-04-08 2020-02-06
710430-99999 NORMAN WELLS                    65.281 -126.799    72.2 1945-01-01 2020-02-06
710435-99999 FORT GOOD HOPE                  66.241 -128.651    81.7 1934-01-01 2020-02-06
710450-99999 TESLIN (AUT)  YT                60.167 -132.733   705.0 1943-09-01 2020-02-06
710455-99999 TESLIN                          60.173 -132.743   705.0 1977-07-01 2020-02-06
710460-99999 KOMAKUK BEACH                   69.620 -140.200    13.0 1998-12-24 2018-06-28
710500-99999 PUNTZI MOUNTAIN (AUT)  BC       52.100 -124.133   910.0 1977-07-01 2020-02-06
710513-27201 SACHS HARBOUR A                 72.000 -125.267    86.0 1993-01-01 2020-02-06
710550-99999 COLVILLE LAKE  NWT              67.021 -126.123   259.0 1993-07-01 2020-01-12
710563-99999 DAWSON CREEK                    55.733 -120.183   671.0 1943-05-01 2020-02-06
710590-99999 CROKER RIVER                    69.270 -119.220    69.0 1998-12-24 2018-07-21
710600-99999 NORDEGG CS  ALTA                52.467 -116.067  1362.0 2000-09-29 23:00:00 2020-02-06
710610-99999 BARRHEAD CS                     54.100 -114.450   648.0 2000-11-14 13:00:00 2020-02-06
710620-99999 VIOLET GROVE CS  ALTA           53.150 -115.117   903.0 2000-11-16 14:05:00 2020-02-06
710630-99999 OTTAWA CDA RCS  ONT             45.383  -75.717    79.0 2000-09-20 08:00:01 2020-02-06
710633-99999 FORT RESOLUTION                 61.181 -113.690   160.3 1934-01-01 2020-02-06
710640-99999 CAPE PEEL WEST                  69.030 -107.820   165.0 1998-12-24 2020-02-06
710680-99999 PEACE RIVER                     56.227 -117.447   570.9 1959-01-09 2020-02-06
710690-99999 SLAVE LAKE                      55.293 -114.777   583.4 1955-07-02 2020-02-06
710735-99999 WHALE COVE AIRPORT              62.233  -92.600    20.0 1978-12-05 2020-02-06
710740-99999 ISACHSEN (AUT)  NU              78.783 -103.550    58.0 1948-05-03 2020-02-06
710750-99999 COLLINS BAY  SASK               58.183 -103.700   492.0 1977-07-01 2020-02-06
710774-99999 BUFFALO NARROWS                 55.842 -108.418   440.1 1979-01-31 2020-02-06
710790-99999 THOMPSON                        55.801  -97.864   222.2 1967-11-08 2020-02-06
710810-99999 HALL BEACH                      68.776  -81.244     8.2 1957-08-01 2020-02-06
710814-99999 IGLOOLIK AIRPORT                69.367  -81.817    51.0 1979-12-19 2020-02-06
710820-99999 ALERT UA                        82.500  -62.333    65.0 1950-06-01 2004-12-31
710830-99999 RANKIN INLET                    62.811  -92.116    28.7 1981-02-06 2020-02-06
710840-99999 HAT ISLAND                      68.320 -100.080    36.0 1998-12-24 2020-02-06
710870-99999 FORT PROVIDENCE  NWT            61.317 -117.600   162.0 1993-06-15 2020-02-06
710880-99999 ROWLEY ISLAND                   69.070  -79.070    41.0 1998-12-24 2020-02-06
710900-99999 CLYDE RIVER                     70.486  -68.517    26.5 1977-07-01 2020-02-06
710910-99999 LONGSTAFF BLUFF                 68.880  -75.130   162.0 1957-12-02 2017-09-02
710920-99999 DEWAR LAKES                     68.650  -71.170   518.0 1977-07-01 2020-02-06
710930-99999 CAPE HOOPER                     68.467  -66.783   390.0 1957-08-01 2018-07-04
710934-99999 PANGNIRTUNG                     66.145  -65.714    22.9 1934-01-01 2020-02-06
710944-99999 REPULSE BAY                     66.521  -86.225    24.4 1978-12-05 2020-02-06
710950-99999 POND INLET                      72.683  -77.967    55.2 1934-01-01 2020-02-06
710960-99999 BROUGHTON ISLAND                67.530  -63.780   584.0 1960-04-02 2018-06-19
710964-99999 QIKIQTARJUAQ                    67.546  -64.031     6.4 1979-01-31 2020-02-06
710970-99999 BREVOORT ISLAND                 63.330  -64.150   367.0 1960-04-28 2019-12-09
711010-99999 SANDSPIT AWOS  BC               53.250 -131.800     6.0 1948-01-01 2020-02-06
711030-99999 QUESNEL                         53.026 -122.510   545.3 1955-07-02 2020-02-06
711040-99999 WILLIAMS LAKE                   52.183 -122.054   940.3 1944-07-01 2020-02-06
711060-94234 TOFINO AIRPORT                  49.083 -125.767    24.0 1958-12-02 2020-02-06
711070-25342 CAPE ST JAMES CS                51.933 -131.000    92.0 1977-07-01 1993-01-14
711080-99999 ABBOTSFORD                      49.025 -122.363    59.4 1955-07-02 2020-02-06
711090-99999 PORT HARDY                      50.681 -127.367    21.6 1955-07-05 2020-02-06
711130-99999 AGASSIZ CS                      49.250 -121.767    19.0 1977-07-04 2020-02-06
711160-99999 ONEFOUR CDA  ALTA               49.117 -110.467   935.0 1991-08-01 2020-02-06
711200-99999 COLD LAKE                       54.405 -110.279   541.0 1955-07-02 2020-02-06
711210-99999 EDMONTON/NAMAO(MIL)             53.667 -113.467   688.0 1944-10-10 2020-02-06
711226-99999 BANFF (MARS)                    51.200 -115.550  1396.0 1981-11-12 2008-12-31
711250-99999 MEADOW LAKE  A                  54.125 -108.523   480.4 1977-07-01 2020-02-06
711290-99999 KINDERSLEY                      51.518 -109.181   694.0 1958-07-01 2020-02-06
711300-99999 NIPAWIN AIRPORT                 53.333 -104.000   374.0 1977-07-01 2020-02-06
711310-99999 EASTEND CYPRESS (AUT)  SASK     49.433 -108.983  1080.0 1977-07-01 2020-02-06
711320-99999 STONY RAPIDS ARPT               59.250 -105.833   250.0 1986-07-25 2020-02-06
711330-99999 SPIRITWOOD WEST  SASK           53.367 -107.550   584.0 1992-05-01 2020-02-06
711350-99999 ROCKGLEN (AUT)  SASK            49.167 -105.983   917.0 1977-07-01 2020-02-06
711370-99999 VAL MARIE SOUTHEAST             49.067 -107.583   796.0 1991-12-08 2020-02-06
711380-99999 YORKTON MUNI                    51.265 -102.462   498.3 1955-07-02 2020-02-06
711390-99999 CYPRESS HILLS PARK  SASK        49.650 -109.517  1271.0 1992-05-05 2020-02-06
711400-99999 BRANDON MUNI                    49.917  -99.950   409.3 1977-07-01 2020-02-06
711470-99999 CARMAN U OF M CS  MAN           49.500  -98.033   268.0 1996-11-01 2020-02-06
711480-99999 PILOT MOUND (AUT)               49.183  -98.900   471.0 1957-12-04 2020-02-06
711500-99999 SHOAL LAKE CS  MAN              50.450 -100.600   561.0 1993-05-20 2020-02-06
711530-99999 CARDSTON  ALTA                  49.200 -113.283  1136.0 1994-12-01 2020-02-06
711540-99999 WATERTON PARK GATE              49.133 -113.817  1289.0 1994-07-06 2020-02-06
711550-99999 EDMONTON INTERNATIONAL CS  AL   53.300 -113.600   715.0 2001-09-16 2020-02-06
711560-99999 EDSON CLIMATE                   53.583 -116.467   927.0 2001-07-16 2020-02-06
711580-99999 BERENS RIVER CS  MAN            52.350  -97.033   222.0 2001-09-16 2020-02-06
711600-99999 FORT RELIANCE (AUT)  NWT        62.700 -109.150   168.0 1993-07-01 2020-02-06
711620-99999 INNER WHALEBACKS  NWT           61.917 -113.717   165.0 1993-07-01 2020-02-06
711630-99999 WHATI NT                        63.133 -117.250   271.0 1994-03-07 2020-02-06
711640-99999 LITTLE CHICAGO  NWT             67.167 -130.217    63.0 1993-07-01 2020-02-06
711650-99999 REA LAKES                       64.117 -117.333   223.3 1994-03-08 2020-02-06
711700-99999 CARBERRY CS                     49.900  -99.350   384.0 1994-09-01 2020-02-06
711710-99999 VINELAND STATION RCS  ONT       43.183  -79.400    79.0 2004-05-10 2020-02-06
711720-99999 PARRY SOUND CCG  ONT            45.333  -80.033   176.0 2004-08-03 2020-02-06
711760-99999 CAPE KAKKIVIAK                  59.980  -64.170   551.0 1996-02-21 2018-06-29
711770-99999 CAPE KIGLAPAIT                  57.130  -61.480   834.0 1998-12-24 2017-10-03
711790-99999 TUKIALIK BAY                    54.720  -58.350   683.0 1998-12-24 2018-08-03
711840-99999 VARENNES  QUE                   45.717  -73.383    18.0 1994-08-04 2016-10-25
711850-99999 DANIELS HARBOUR   NFLD          50.233  -57.583    19.0 1955-07-02 2018-05-26
711880-99999 GASPE                           48.775  -64.479    32.9 1977-09-14 2020-02-06
711890-99999 POINTE CLAVEAU  QUE             48.267  -70.117     4.0 1977-07-01 2020-02-06
711970-99999 PORT AUX BASQUES                47.567  -59.150    40.0 1977-07-01 2017-09-14
711980-99999 LAC SAINT- PIERRE  QUE          46.183  -72.917    16.0 2001-07-02 2019-11-05
712010-99999 VANCOUVER HARBOUR CS  BC        49.283 -123.117     3.0 1980-03-01 2020-02-06
712060-99999 BELLA COOLA                     52.388 -126.596    35.7 1983-07-07 2020-02-06
712070-99999 SQUAMISH   BC                   49.783 -123.167    52.0 1982-06-24 2020-02-06
712110-99999 HOWE SOUND - PAM ROC            49.483 -123.300     5.0 1996-11-01 2020-02-06
712120-99999 FORET MONTMORENCY RCS  QUE      47.317  -71.133   673.0 2004-10-05 2020-02-06
712140-99999 BODO AGDM  ALTA                 52.117 -110.100   687.0 2004-08-24 2020-02-06
712150-99999 OSOYOOS CS  BC                  49.033 -119.433   283.0 1995-04-23 2020-02-06
712160-99999 NAKUSP CS  BC                   50.267 -117.817   512.1 1995-04-23 2020-02-06
712180-99999 SALMON ARM CS  BC               50.700 -119.283   351.0 1995-04-23 2020-02-06
712200-99999 LUCY ISLAND LIGHTSTATION        54.296 -130.609    22.6 2001-07-05 2020-02-06
712210-99999 CLEARDALE AGDM  ALTA            56.300 -119.733   630.0 2004-07-13 2020-02-06
712230-99999 CONSORT AGDM  ALTA              51.933 -110.700   772.0 2004-08-24 2020-02-06
712240-99999 DEL BONITA AGDM  ALTA           49.050 -112.817  1310.0 2004-08-24 2020-02-06
712250-99999 FOREMOST AGDM  ALTA             49.483 -111.483   881.0 2004-08-24 2020-02-06
712270-99999 HOLDEN AGDM  ALTA               53.183 -112.233   688.0 2004-07-13 2020-02-06
